deflection,time
13.2,1606218173.156285
13.2,1606218179.041285
13.2,1606218185.095285
13.2,1606218191.157285
13.2,1606218197.044285
13.2,1606218203.155285
13.2,1606218209.212285
13.2,1606218215.159285
13.2,1606218221.212285
13.2,1606218227.050285
13.2,1606218233.119285
13.2,1606218239.098285
13.2,1606218245.156285
13.2,1606218251.096285
13.2,1606218257.001285
13.2,1606218263.067285
13.2,1606218269.128285
13.2,1606218275.168285
13.2,1606218281.054285
13.2,1606218287.100285
13.2,1606218293.160285
13.2,1606218299.080285
13.2,1606218305.134285
13.2,1606218311.190285
13.2,1606218317.177285
13.2,1606218323.015285
13.2,1606218329.072285
13.2,1606218335.177285
13.2,1606218341.011285
13.2,1606218347.115285
13.2,1606218353.004285
13.2,1606218359.061285
13.2,1606218365.116285
13.2,1606218371.165285
13.2,1606218377.214285
13.2,1606218383.092285
13.2,1606218389.151285
13.2,1606218395.214285
13.2,1606218401.232285
13.2,1606218407.045285
13.2,1606218413.101285
13.2,1606218419.159285
13.2,1606218425.153285
13.2,1606218431.031285
13.2,1606218437.086285
13.2,1606218443.026285
13.2,1606218449.074285
13.2,1606218455.126285
13.2,1606218461.170285
13.2,1606218467.002285
13.2,1606218473.154285
13.2,1606218478.996285
13.2,1606218485.191285
13.2,1606218491.094285
13.2,1606218497.207285
13.2,1606218503.131285
13.2,1606218509.427285
13.2,1606218515.006285
13.2,1606218521.078285
13.2,1606218527.151285
13.2,1606218533.037285
13.2,1606218539.142285
13.2,1606218545.080285
13.2,1606218551.146285
13.2,1606218557.079285
13.2,1606218563.197285
13.2,1606218569.132285
13.2,1606218575.105285
13.2,1606218581.171285
13.2,1606218587.009285
13.2,1606218593.123285
13.2,1606218599.165285
13.2,1606218605.214285
13.2,1606218611.195285
13.2,1606218617.308285
13.2,1606218623.136285
13.2,1606218629.190285
13.2,1606218635.001285
13.2,1606218641.108285
13.2,1606218646.998285
13.2,1606218653.058285
13.2,1606218658.999285
13.2,1606218665.102285
13.2,1606218671.091285
13.2,1606218677.141285
13.2,1606218683.188285
13.2,1606218689.016285
13.2,1606218695.078285
13.2,1606218701.137285
13.2,1606218707.073285
13.2,1606218713.118285
13.2,1606218719.020285
13.2,1606218725.182285
13.2,1606218731.022285
13.2,1606218737.079285
13.2,1606218743.138285
13.2,1606218749.138285
13.2,1606218755.015285
13.2,1606218761.053285
13.2,1606218761.053285
13.2,1606218761.053285
13.2,1606218761.053285
13.2,1606218767.102285
13.2,1606218773.157285
13.2,1606218779.134285
13.2,1606218785.179285
13.2,1606218791.012285
13.3,1606218797.149285
13.2,1606218803.191285
13.2,1606218809.020285
13.2,1606218815.173285
13.2,1606218821.153285
13.2,1606218827.201285
13.2,1606218833.130285
13.2,1606218839.177285
13.2,1606218845.026285
13.2,1606218851.086285
13.2,1606218857.152285
13.2,1606218863.208285
13.2,1606218869.075285
13.2,1606218875.135285
13.2,1606218881.070285
13.2,1606218887.129285
13.2,1606218893.120285
13.2,1606218899.183285
13.2,1606218905.012285
13.2,1606218911.115285
13.2,1606218917.094285
13.2,1606218923.144285
13.2,1606218929.032285
13.2,1606218929.032285
13.2,1606218929.032285
13.2,1606218929.032285
13.2,1606218935.191285
13.2,1606218941.019285
13.2,1606218947.075285
13.2,1606218953.231285
13.2,1606218959.064285
13.2,1606218965.169285
13.3,1606218971.023285
13.2,1606218977.096285
13.2,1606218983.153285
13.2,1606218989.210285
13.2,1606218995.100285
13.2,1606219001.160285
13.2,1606219007.000285
13.2,1606219013.101285
13.2,1606219019.121285
13.2,1606219024.998285
13.2,1606219031.052285
13.2,1606219037.102285
13.2,1606219043.037285
13.2,1606219049.017285
13.2,1606219055.111285
13.2,1606219061.152285
13.2,1606219067.209285
13.2,1606219073.148285
13.2,1606219079.205285
13.2,1606219085.222285
13.2,1606219091.016285
13.2,1606219097.075285
13.2,1606219103.156285
13.2,1606219108.994285
13.2,1606219115.109285
13.2,1606219121.086285
13.2,1606219127.145285
13.2,1606219133.202285
13.2,1606219139.092285
13.2,1606219139.092285
13.2,1606219139.092285
13.2,1606219139.092285
13.2,1606219145.193285
13.2,1606219151.031285
13.2,1606219157.077285
13.2,1606219163.126285
13.2,1606219169.014285
13.2,1606219175.131285
13.2,1606219181.175285
13.2,1606219186.999285
13.2,1606219199.019285
13.2,1606219205.011285
13.2,1606219211.127285
13.2,1606219217.176285
13.2,1606219223.222285
13.2,1606219229.087285
13.2,1606219235.157285
13.2,1606219240.992285
13.2,1606219247.099285
13.2,1606219253.165285
13.2,1606219259.000285
13.2,1606219265.161285
13.2,1606219271.050285
13.2,1606219277.156285
13.2,1606219282.997285
13.2,1606219289.108285
13.2,1606219295.142285
13.2,1606219301.204285
13.2,1606219307.044285
13.2,1606219313.093285
13.2,1606219319.135285
13.2,1606219325.186285
13.2,1606219331.012285
13.2,1606219337.051285
13.2,1606219343.098285
13.2,1606219349.252285
13.2,1606219355.089285
13.2,1606219361.000285
13.2,1606219367.051285
13.2,1606219373.213285
13.2,1606219379.145285
13.2,1606219385.198285
13.2,1606219391.081285
13.2,1606219397.140285
13.2,1606219403.184285
13.2,1606219409.167285
13.2,1606219414.994285
13.2,1606219421.045285
13.2,1606219427.139285
13.2,1606219433.200285
13.2,1606219439.089285
13.2,1606219445.145285
13.2,1606219451.201285
13.2,1606219457.126285
13.2,1606219463.174285
13.2,1606219469.002285
13.3,1606219475.612285
13.2,1606219479.205285
13.2,1606219485.006285
13.2,1606219491.061285
13.2,1606219497.175285
13.2,1606219503.000285
13.2,1606219509.077285
13.2,1606219515.181285
13.2,1606219521.072285
13.2,1606219527.019285
13.2,1606219533.176285
13.2,1606219539.006285
13.2,1606219545.169285
13.2,1606219551.002285
13.2,1606219557.063285
13.2,1606219563.119285
13.2,1606219569.004285
13.2,1606219575.056285
13.2,1606219581.104285
13.2,1606219587.146285
13.2,1606219593.198285
13.2,1606219599.316285
13.2,1606219605.149285
13.2,1606219611.206285
13.2,1606219617.012285
13.2,1606219623.070285
13.2,1606219629.023285
13.2,1606219635.074285
13.2,1606219641.123285
13.2,1606219647.173285
13.2,1606219652.998285
13.2,1606219659.061285
13.2,1606219665.044285
13.2,1606219671.018285
13.2,1606219677.138285
13.2,1606219683.060285
13.2,1606219689.171285
13.2,1606219695.098285
13.2,1606219701.165285
13.2,1606219707.053285
13.2,1606219713.153285
13.2,1606219719.039285
13.2,1606219725.100285
13.2,1606219731.476285
13.2,1606219737.111285
13.2,1606219743.046285
13.2,1606219749.096285
13.2,1606219755.167285
13.2,1606219761.105285
13.2,1606219767.160285
13.2,1606219773.099285
13.2,1606219779.152285
13.2,1606219785.048285
13.2,1606219791.207285
13.2,1606219797.040285
13.2,1606219803.155285
13.2,1606219809.174285
13.2,1606219815.201285
13.2,1606219821.066285
13.2,1606219827.086285
13.2,1606219833.161285
13.2,1606219838.992285
13.2,1606219845.063285
13.2,1606219851.121285
13.2,1606219857.019285
13.2,1606219863.080285
13.2,1606219869.142285
13.2,1606219875.043285
13.2,1606219881.127285
13.2,1606219887.185285
13.2,1606219893.036285
13.2,1606219899.144285
13.2,1606219905.200285
13.2,1606219911.044285
13.2,1606219917.155285
13.2,1606219922.996285
13.2,1606219929.056285
13.2,1606219935.003285
13.2,1606219941.057285
13.2,1606219947.391285
13.2,1606219953.229285
13.2,1606219959.039285
13.2,1606219965.094285
13.2,1606219971.154285
13.2,1606219977.208285
13.2,1606219983.157285
13.2,1606219989.046285
13.2,1606219995.095285
13.2,1606220001.185285
13.2,1606220007.017285
13.2,1606220013.068285
13.2,1606220019.180285
13.2,1606220025.010285
13.2,1606220031.120285
13.2,1606220037.005285
13.2,1606220043.116285
13.2,1606220049.172285
13.2,1606220055.013285
13.2,1606220061.090285
13.2,1606220067.147285
13.2,1606220073.039285
13.2,1606220079.084285
13.2,1606220085.027285
13.2,1606220091.077285
13.2,1606220097.363285
13.2,1606220103.200285
13.3,1606220109.003285
13.2,1606220115.115285
13.2,1606220121.171285
13.2,1606220127.019285
13.2,1606220133.130285
13.2,1606220139.021285
13.2,1606220145.070285
13.2,1606220151.114285
13.2,1606220157.163285
13.2,1606220163.050285
13.2,1606220169.163285
13.2,1606220175.008285
13.2,1606220181.023285
13.2,1606220187.079285
13.2,1606220193.124285
13.2,1606220199.054285
13.2,1606220205.104285
13.2,1606220211.153285
13.2,1606220216.989285
13.2,1606220223.111285
13.2,1606220229.181285
13.2,1606220235.023285
13.2,1606220241.090285
13.2,1606220247.153285
13.2,1606220253.440285
13.2,1606220259.072285
13.2,1606220265.007285
13.2,1606220270.991285
13.2,1606220277.047285
13.2,1606220283.072285
13.2,1606220289.114285
13.2,1606220295.168285
13.2,1606220301.053285
13.2,1606220307.160285
13.2,1606220312.991285
13.2,1606220319.159285
13.2,1606220325.051285
13.2,1606220331.060285
13.2,1606220337.218285
13.2,1606220343.032285
13.2,1606220349.083285
13.2,1606220355.140285
13.2,1606220361.192285
13.2,1606220367.027285
13.2,1606220373.127285
13.2,1606220379.185285
13.2,1606220385.121285
13.2,1606220391.171285
13.2,1606220397.057285
13.2,1606220402.991285
13.2,1606220409.144285
13.2,1606220415.184285
13.2,1606220421.016285
13.2,1606220427.122285
13.2,1606220433.137285
13.2,1606220439.373285
13.2,1606220445.198285
13.2,1606220450.998285
13.2,1606220457.047285
13.2,1606220463.103285
13.2,1606220469.200285
13.2,1606220475.191285
13.2,1606220481.128285
13.2,1606220487.021285
13.2,1606220493.081285
13.2,1606220499.065285
13.2,1606220505.117285
13.2,1606220511.172285
13.2,1606220517.000285
13.2,1606220523.055285
13.2,1606220529.204285
13.2,1606220535.114285
13.2,1606220541.057285
13.3,1606220547.108285
13.2,1606220553.159285
13.2,1606220559.499285
13.2,1606220565.477285
13.2,1606220571.055285
13.2,1606220576.990285
13.2,1606220583.053285
13.2,1606220589.110285
13.2,1606220595.167285
13.2,1606220601.147285
13.2,1606220607.038285
13.2,1606220613.097285
13.2,1606220619.188285
13.2,1606220625.013285
13.2,1606220631.107285
13.2,1606220637.168285
13.2,1606220643.054285
13.2,1606220649.163285
13.2,1606220655.142285
13.2,1606220661.204285
13.2,1606220667.052285
13.2,1606220673.386285
13.2,1606220679.215285
13.2,1606220685.160285
13.2,1606220691.098285
13.2,1606220697.079285
13.2,1606221151.162285
13.2,1606221157.209285
13.2,1606221163.039285
13.2,1606221169.091285
13.2,1606221175.141285
13.2,1606221181.188285
13.2,1606221187.010285
13.2,1606221193.171285
13.2,1606221199.010285
13.2,1606221205.068285
13.2,1606221211.007285
13.2,1606221217.061285
13.2,1606221222.999285
13.2,1606221229.284285
13.2,1606221235.154285
13.2,1606221241.196285
13.2,1606221246.994285
13.2,1606221253.068285
13.2,1606221259.113285
13.2,1606221265.163285
13.2,1606221270.993285
13.2,1606221277.145285
13.2,1606221283.194285
13.2,1606221289.021285
13.2,1606221295.079285
13.2,1606221301.199285
13.2,1606221307.022285
13.2,1606221313.095285
13.2,1606221319.192285
13.2,1606221325.131285
13.2,1606221331.141285
13.2,1606221337.034285
13.3,1606221343.258285
13.2,1606221349.080285
13.2,1606221355.176285
13.2,1606221361.148285
13.2,1606221367.190285
13.2,1606221372.999285
13.2,1606221379.148285
13.2,1606221385.132285
13.2,1606221391.159285
13.2,1606221397.175285
13.2,1606221403.015285
13.2,1606221409.183285
13.2,1606221415.013285
13.2,1606221421.053285
13.2,1606221427.095285
13.2,1606221433.147285
13.2,1606221439.030285
13.2,1606221445.150285
13.2,1606221451.198285
13.2,1606221457.192285
13.2,1606221463.081285
13.2,1606221469.132285
13.2,1606221475.082285
13.2,1606221481.134285
13.2,1606221487.018285
13.2,1606221493.179285
13.2,1606221499.018285
13.2,1606221505.131285
13.2,1606221511.140285
13.2,1606221517.189285
13.2,1606221523.069285
13.2,1606221529.128285
13.2,1606221535.068285
13.2,1606221541.120285
13.2,1606221547.185285
13.2,1606221553.071285
13.2,1606221559.137285
13.2,1606221565.084285
13.2,1606221571.142285
13.2,1606221577.207285
13.2,1606221583.048285
13.2,1606221589.439285
13.2,1606221595.016285
13.2,1606221601.069285
13.2,1606221607.118285
13.2,1606221613.199285
13.2,1606221619.034285
13.2,1606221625.100285
13.2,1606221630.989285
13.2,1606221637.049285
13.2,1606221643.105285
13.2,1606221649.101285
13.2,1606221655.158285
13.2,1606221661.045285
13.2,1606221667.097285
13.2,1606221673.160285
13.2,1606221673.160285
13.2,1606221673.160285
13.2,1606221673.160285
13.2,1606221679.007285
13.2,1606221685.082285
13.2,1606221691.135285
13.2,1606221697.076285
13.2,1606221703.124285
13.2,1606221709.179285
13.2,1606221715.197285
13.2,1606221721.043285
13.2,1606221727.112285
13.2,1606221733.452285
13.2,1606221739.034285
13.2,1606221745.190285
13.2,1606221751.085285
13.2,1606221757.143285
13.2,1606221763.207285
13.2,1606221769.001285
13.2,1606221775.109285
13.2,1606221781.105285
13.2,1606221786.992285
13.2,1606221793.112285
13.2,1606221799.169285
13.2,1606221804.999285
13.2,1606221811.052285
13.2,1606221817.151285
13.2,1606221823.036285
13.2,1606221829.131285
13.2,1606221835.186285
13.2,1606221841.345285
13.2,1606221847.178285
13.2,1606221852.976285
13.2,1606221859.096285
13.2,1606221865.397285
13.2,1606221871.197285
13.2,1606221877.086285
13.2,1606221883.203285
13.2,1606221889.028285
13.2,1606221895.181285
13.2,1606221901.010285
13.2,1606221907.063285
13.2,1606221913.111285
13.2,1606221919.175285
13.2,1606221925.010285
13.2,1606221931.061285
13.2,1606221937.116285
13.2,1606221942.996285
13.2,1606221949.050285
13.2,1606221955.109285
13.2,1606221960.972285
13.2,1606221967.010285
13.2,1606221973.065285
13.2,1606221979.121285
13.2,1606221985.181285
13.2,1606221991.030285
13.2,1606221997.150285
13.2,1606222003.201285
13.2,1606222009.033285
13.2,1606222015.417285
13.1,1606222021.048285
13.2,1606222027.148285
13.2,1606222027.148285
13.2,1606222032.989285
13.2,1606222039.042285
13.2,1606222045.097285
13.2,1606222051.082285
13.2,1606222057.156285
13.2,1606222062.988285
13.2,1606222069.090285
13.2,1606222075.142285
13.2,1606222080.979285
13.2,1606222087.123285
13.2,1606222093.173285
13.2,1606222099.098285
13.2,1606222105.147285
13.2,1606222111.044285
13.2,1606222117.089285
13.2,1606222123.146285
13.2,1606222128.985285
13.2,1606222128.985285
13.2,1606222135.038285
13.2,1606222141.102285
13.2,1606222147.084285
13.2,1606222153.179285
13.2,1606222159.226285
13.2,1606222165.033285
13.2,1606222171.089285
13.2,1606222177.146285
13.2,1606222182.980285
13.2,1606222189.034285
13.2,1606222195.092285
13.2,1606222201.146285
13.2,1606222207.203285
13.2,1606222213.040285
13.2,1606222219.102285
13.3,1606222225.155285
13.2,1606222231.075285
13.2,1606222237.130285
13.2,1606222243.079285
13.2,1606222249.133285
13.2,1606222255.192285
13.2,1606222261.088285
13.2,1606222267.033285
13.2,1606222273.140285
13.2,1606222279.194285
13.2,1606222285.034285
13.2,1606222291.084285
13.3,1606222297.141285
13.1,1606222298.466285
13.2,1606222304.079285
13.2,1606222310.139285
13.2,1606222316.191285
13.2,1606222322.023285
13.2,1606222328.072285
13.2,1606222334.135285
13.2,1606222340.012285
13.2,1606222346.116285
13.2,1606222352.182285
13.2,1606222358.017285
13.2,1606222364.076285
13.2,1606222370.134285
13.2,1606222376.191285
13.2,1606222382.028285
13.2,1606222388.088285
13.2,1606222394.149285
13.2,1606222399.982285
13.2,1606222406.138285
13.2,1606222412.188285
13.2,1606222417.992285
13.2,1606222424.191285
13.2,1606222430.033285
13.2,1606222436.183285
13.2,1606222442.016285
13.2,1606222448.076285
13.2,1606222454.138285
13.2,1606222460.192285
13.2,1606222466.087285
13.2,1606222472.143285
13.2,1606222477.982285
13.2,1606222484.043285
13.2,1606222490.099285
13.2,1606222496.153285
13.2,1606222502.160285
13.2,1606222507.987285
13.2,1606222514.042285
13.2,1606222520.098285
13.2,1606222526.144285
13.2,1606222531.976285
13.2,1606222538.037285
13.2,1606222544.096285
13.3,1606222550.143285
13.2,1606222553.271285
13.3,1606222554.671285
13.2,1606222557.568285
13.2,1606222563.178285
13.2,1606222569.007285
13.2,1606222575.067285
13.2,1606222581.121285
13.2,1606222587.048285
13.2,1606222593.101285
13.2,1606222599.145285
13.2,1606222605.030285
13.2,1606222611.088285
13.2,1606222616.990285
13.2,1606222623.036285
13.2,1606222629.097285
13.2,1606222635.078285
13.3,1606222641.136285
13.2,1606222641.578285
13.3,1606222642.464285
13.2,1606222643.376285
13.3,1606222645.391285
13.2,1606222646.055285
13.2,1606222652.112285
13.2,1606222658.168285
13.2,1606222664.001285
13.2,1606222670.113285
13.2,1606222676.171285
13.2,1606222681.999285
13.2,1606222688.147285
13.2,1606222693.982285
13.2,1606222700.024285
13.2,1606222706.115285
13.2,1606222712.167285
13.2,1606222718.225285
13.2,1606222724.061285
13.2,1606222730.217285
13.2,1606222736.023285
13.2,1606222742.180285
13.2,1606222748.012285
13.2,1606222754.075285
13.2,1606222760.128285
13.2,1606222766.181285
13.2,1606222772.011285
13.2,1606222778.068285
13.2,1606222784.158285
13.2,1606222789.988285
13.2,1606222796.088285
13.2,1606222802.188285
13.2,1606222808.028285
13.2,1606222814.088285
13.2,1606222820.140285
13.2,1606222826.198285
13.2,1606222832.035285
13.2,1606222838.017285
13.2,1606222844.131285
13.2,1606222850.188285
13.3,1606222856.026285
13.2,1606222862.076285
13.2,1606222868.128285
13.2,1606222874.620285
13.2,1606222880.262285
13.2,1606222886.070285
13.2,1606222892.125285
13.2,1606222898.181285
13.2,1606222904.014285
13.2,1606222910.176285
13.2,1606222916.121285
13.2,1606222922.186285
13.2,1606222928.017285
13.2,1606222934.073285
13.2,1606222940.129285
13.2,1606222946.190285
13.2,1606222952.022285
13.2,1606222958.073285
13.2,1606222964.130285
13.2,1606222970.007285
13.2,1606222976.071285
13.2,1606222982.056285
13.2,1606222988.109285
13.2,1606222994.164285
13.2,1606222999.994285
13.2,1606223006.045285
13.2,1606223012.157285
13.3,1606223017.001285
13.2,1606223023.054285
13.2,1606223029.047285
13.2,1606223035.100285
13.3,1606223035.986285
13.2,1606223039.456285
13.2,1606223045.070285
13.2,1606223051.125285
13.2,1606223057.173285
13.3,1606223061.199285
13.2,1606223067.036285
13.2,1606223073.089285
13.2,1606223079.142285
13.2,1606223085.027285
13.2,1606223091.079285
13.2,1606223097.133285
13.2,1606223103.090285
13.2,1606223109.146285
13.2,1606223114.988285
13.2,1606223121.036285
13.3,1606223126.972285
13.2,1606223133.001285
13.2,1606223139.060285
13.2,1606223145.119285
13.2,1606223151.173285
13.2,1606223151.173285
13.2,1606223151.173285
13.2,1606223151.173285
13.2,1606223157.056285
13.2,1606223163.112285
13.2,1606223169.092285
13.2,1606223175.072285
13.2,1606223175.072285
13.2,1606223175.072285
13.2,1606223175.072285
13.2,1606223181.185285
13.2,1606223187.022285
13.2,1606223193.077285
13.2,1606223199.133285
13.2,1606223205.066285
13.2,1606223211.409285
13.2,1606223211.409285
13.2,1606223211.409285
13.2,1606223211.409285
13.2,1606223216.990285
13.2,1606223223.102285
13.2,1606223229.165285
13.2,1606223234.997285
13.2,1606223241.063285
13.2,1606223688.098285
13.2,1606223694.220285
13.3,1606223700.194285
13.2,1606223706.039285
13.2,1606223712.143285
13.2,1606223718.194285
13.2,1606223724.027285
13.2,1606223730.079285
13.2,1606223736.152285
13.2,1606223741.986285
13.2,1606223748.043285
13.2,1606223754.107285
13.2,1606223759.992285
13.3,1606223761.342285
13.2,1606223766.710285
13.2,1606223772.100285
13.2,1606223778.163285
13.2,1606223784.033285
13.2,1606223790.146285
13.2,1606223796.091285
13.2,1606223802.158285
13.2,1606223808.109285
13.2,1606223814.159285
13.2,1606223819.995285
13.2,1606223826.049285
13.3,1606223832.385285
13.2,1606223838.113285
13.2,1606223843.996285
13.2,1606223850.058285
13.2,1606223856.112285
13.2,1606223862.169285
13.2,1606223868.005285
13.2,1606223874.110285
13.2,1606223880.177285
13.2,1606223886.076285
13.2,1606223892.131285
13.2,1606223898.198285
13.2,1606223904.030285
13.2,1606223909.974285
13.2,1606223916.031285
13.2,1606223922.088285
13.2,1606223928.137285
13.2,1606223934.193285
13.2,1606223940.077285
13.2,1606223946.196285
13.2,1606223952.025285
13.2,1606223958.083285
13.2,1606223963.989285
13.2,1606223970.188285
13.2,1606223976.021285
13.2,1606223982.072285
13.2,1606223988.118285
13.2,1606223993.967285
13.2,1606224000.026285
13.2,1606224006.132285
13.2,1606224012.010285
13.2,1606224018.074285
13.2,1606224024.185285
13.2,1606224030.018285
13.2,1606224036.079285
13.2,1606224042.139285
13.2,1606224048.191285
13.2,1606224054.031285
13.2,1606224060.034285
13.2,1606224066.094285
13.2,1606224072.030285
13.2,1606224078.069285
13.2,1606224084.126285
13.2,1606224090.185285
13.2,1606224096.012285
13.3,1606224102.061285
13.2,1606224108.112285
13.2,1606224114.175285
13.2,1606224114.175285
13.2,1606224114.175285
13.2,1606224119.986285
13.2,1606224126.139285
13.2,1606224131.970285
13.2,1606224138.027285
13.2,1606224144.090285
13.2,1606224150.127285
13.2,1606224156.183285
13.2,1606224162.011285
13.2,1606224168.069285
13.2,1606224174.123285
13.2,1606224180.178285
13.2,1606224186.156285
13.2,1606224191.995285
13.2,1606224198.054285
13.2,1606224204.110285
13.2,1606224210.180285
13.2,1606224216.018285
13.2,1606224222.140285
13.2,1606224228.026285
13.2,1606224234.084285
13.2,1606224240.144285
13.2,1606224246.080285
13.2,1606224252.126285
13.2,1606224258.439285
13.2,1606224264.032285
13.2,1606224270.085285
13.2,1606224276.143285
13.2,1606224282.089285
13.2,1606224288.144285
13.2,1606224294.203285
13.2,1606224300.038285
13.2,1606224306.095285
13.2,1606224312.148285
13.2,1606224318.203285
13.2,1606224324.039285
13.2,1606224330.093285
13.2,1606224336.148285
13.2,1606224341.975285
13.2,1606224348.140285
13.2,1606224354.170285
13.2,1606224360.011285
13.2,1606224366.065285
13.2,1606224372.122285
13.2,1606224378.184285
13.2,1606224384.025285
13.3,1606224390.084285
13.2,1606224396.192285
13.2,1606224402.083285
13.2,1606224408.190285
13.2,1606224413.995285
13.2,1606224420.099285
13.2,1606224425.988285
13.2,1606224432.043285
13.1,1606224438.098285
13.2,1606224441.033285
13.1,1606224442.360285
13.2,1606224448.191285
13.2,1606224454.022285
13.2,1606224460.076285
13.2,1606224466.171285
13.2,1606224471.987285
13.2,1606224478.008285
13.2,1606224484.083285
13.2,1606224490.261285
13.3,1606224496.096285
13.2,1606224501.682285
13.3,1606224506.410285
13.2,1606224512.018285
13.2,1606224518.078285
13.2,1606224524.174285
13.2,1606224529.975285
13.2,1606224536.137285
13.2,1606224542.072285
13.2,1606224548.133285
13.2,1606224554.234285
13.2,1606224560.072285
13.2,1606224566.052285
13.3,1606224572.047285
13.2,1606224578.099285
13.2,1606224584.156285
13.2,1606224589.998285
13.2,1606224596.052285
13.2,1606224602.108285
13.2,1606224608.159285
13.2,1606224613.999285
13.2,1606224620.046285
13.2,1606224620.046285
13.2,1606224620.046285
13.2,1606224620.046285
13.2,1606224626.096285
13.2,1606224632.156285
13.2,1606224638.042285
13.2,1606224644.100285
13.2,1606224650.162285
13.2,1606224656.152285
13.2,1606224662.068285
13.2,1606224668.129285
13.2,1606224674.186285
13.2,1606224680.027285
13.2,1606224686.085285
13.2,1606224692.135285
13.2,1606224698.185285
13.2,1606224704.010285
13.2,1606224710.066285
13.2,1606224716.119285
13.2,1606224722.163285
13.3,1606224728.003285
13.2,1606224734.117285
13.2,1606224740.175285
13.2,1606224746.010285
13.2,1606224752.070285
13.2,1606224758.060285
13.2,1606224764.103285
13.3,1606224770.160285
13.2,1606224776.035285
13.2,1606224782.200285
13.2,1606224788.023285
13.2,1606224794.088285
13.2,1606224800.050285
13.2,1606224806.111285
13.2,1606224812.172285
13.2,1606224817.998285
13.2,1606224824.056285
13.2,1606224830.123285
13.2,1606224836.189285
13.2,1606224842.019285
13.2,1606224848.082285
13.2,1606224854.140285
13.2,1606224860.020285
13.2,1606224866.194285
13.2,1606224872.030285
13.2,1606224878.080285
13.2,1606224884.140285
13.2,1606224890.045285
13.3,1606224894.520285
13.2,1606224895.932285
13.2,1606224901.072285
13.2,1606224906.961285
13.2,1606224913.071285
13.2,1606224919.133285
13.2,1606224924.975285
13.2,1606224931.034285
13.2,1606224937.096285
13.2,1606224943.148285
13.2,1606224948.987285
13.2,1606224955.052285
13.2,1606224961.101285
13.2,1606224967.152285
13.2,1606224973.079285
13.2,1606224979.131285
13.2,1606224984.969285
13.3,1606224991.031285
13.2,1606224997.054285
13.2,1606225003.093285
13.2,1606225008.985285
13.2,1606225015.322285
13.2,1606225021.205285
13.2,1606225027.117285
13.2,1606225033.181285
13.2,1606225039.166285
13.2,1606225045.013285
13.2,1606225051.083285
13.2,1606225057.133285
13.2,1606225062.968285
13.2,1606225068.995285
13.2,1606225075.044285
13.2,1606225081.085285
13.2,1606225087.143285
13.2,1606225093.198285
13.2,1606225099.037285
13.2,1606225105.094285
13.2,1606225111.145285
13.3,1606225116.985285
13.2,1606225123.043285
13.2,1606225128.983285
13.2,1606225135.086285
13.2,1606225141.170285
13.3,1606225147.067285
13.2,1606225153.150285
13.2,1606225158.976285
13.2,1606225165.040285
13.2,1606225171.195285
13.2,1606225177.032285
13.2,1606225183.091285
13.2,1606225189.140285
13.2,1606225195.198285
13.2,1606225201.037285
13.2,1606225207.097285
13.2,1606225213.032285
13.2,1606225219.093285
13.2,1606225225.151285
13.2,1606225231.209285
13.2,1606225237.040285
13.2,1606225243.015285
13.2,1606225249.069285
13.2,1606225255.128285
13.2,1606225261.179285
13.2,1606225267.165285
13.2,1606225267.165285
13.2,1606225267.165285
13.2,1606225267.165285
13.2,1606225273.265285
13.2,1606225279.111285
13.2,1606225285.194285
13.2,1606225291.023285
13.2,1606225297.138285
13.2,1606225303.191285
13.2,1606225309.021285
13.3,1606225311.732285
13.2,1606225313.969285
13.2,1606225319.049285
13.2,1606225325.101285
13.2,1606225331.162285
13.2,1606225336.991285
13.2,1606225343.042285
13.2,1606225349.132285
13.3,1606225355.188285
13.2,1606225361.106285
13.2,1606225367.167285
13.2,1606225372.999285
13.2,1606225379.054285
13.2,1606225385.112285
13.2,1606225391.172285
13.2,1606225397.101285
13.2,1606225403.157285
13.2,1606225408.995285
13.2,1606225415.053285
13.2,1606225421.109285
13.2,1606225427.159285
13.2,1606225433.217285
13.2,1606225439.016285
13.2,1606225445.073285
13.2,1606225451.144285
13.2,1606225456.973285
13.2,1606225463.084285
13.2,1606225469.139285
13.2,1606225475.198285
13.2,1606225481.022285
13.2,1606225487.073285
13.2,1606225493.112285
13.2,1606225499.164285
13.2,1606225505.054285
13.2,1606225511.101285
13.2,1606225517.034285
13.2,1606225523.098285
13.2,1606225529.155285
13.2,1606225534.990285
13.2,1606225541.042285
13.2,1606225547.094285
13.2,1606225553.157285
13.2,1606225558.997285
13.2,1606225565.169285
13.2,1606225570.985285
13.2,1606225577.045285
13.2,1606225583.181285
13.2,1606225589.013285
13.2,1606225595.172285
13.2,1606225601.009285
13.2,1606225607.115285
13.2,1606225613.162285
13.2,1606225618.996285
13.2,1606225625.056285
13.2,1606225631.177285
13.3,1606225637.063285
13.2,1606225643.116285
13.2,1606225649.176285
13.3,1606225655.012285
13.2,1606225661.061285
13.1,1606225667.172285
13.3,1606225668.057285
13.2,1606225674.149285
13.2,1606225679.989285
13.2,1606225686.003285
13.3,1606225692.108285
13.2,1606225698.155285
13.2,1606225703.992285
13.2,1606225710.048285
13.2,1606225716.109285
13.2,1606225722.161285
13.2,1606225727.995285
13.2,1606225734.166285
13.2,1606225740.000285
13.3,1606225746.048285
13.2,1606225752.100285
13.2,1606225758.160285
13.2,1606225763.998285
13.2,1606225770.113285
13.2,1606225776.014285
13.2,1606225782.121285
